date,city,aqi,pm25,pm10,temp,humidity,wind_speed,rain,dow,month,is_weekend,is_winter,festival_season,school_day,traffic_level,construction_activity,target_aqi_next_day
2024-02-03,Delhi,230,223.6,283.7,25.3,65,11.3,0.0,5,2,1,1,0,0,0,2,234.0
2024-02-04,Delhi,234,116.0,122.4,35.2,79,11.6,0.0,6,2,1,1,0,0,0,2,139.0
2024-02-05,Delhi,139,63.0,187.6,20.8,44,2.4,0.0,0,2,0,1,0,1,2,2,285.0
2024-02-06,Delhi,285,27.2,98.7,-8.2,48,10.1,0.0,1,2,0,1,0,1,2,2,111.0
2024-02-07,Delhi,111,170.8,62.8,-2.5,54,6.7,0.0,2,2,0,1,0,1,2,2,42.0
2024-02-08,Delhi,42,15.4,68.1,-1.2,75,2.2,0.0,3,2,0,1,0,1,2,2,181.0
2024-02-09,Delhi,181,157.3,268.2,24.4,88,1.6,0.0,4,2,0,1,0,1,2,2,77.0
2024-02-10,Delhi,77,18.1,164.8,22.9,51,6.2,0.0,5,2,1,1,0,0,0,2,248.0
2024-02-11,Delhi,248,127.0,11.9,5.5,21,8.3,0.0,6,2,1,1,0,0,0,2,158.0
2024-02-12,Delhi,158,103.5,108.9,-7.1,84,6.6,0.0,0,2,0,1,0,1,2,2,235.0
2024-02-13,Delhi,235,168.3,249.3,0.8,32,14.0,0.0,1,2,0,1,0,1,2,2,71.0
2024-02-14,Delhi,71,26.6,14.6,28.5,64,7.5,0.0,2,2,0,1,0,1,2,2,218.0
2024-02-15,Delhi,218,174.3,283.5,33.4,17,6.0,0.0,3,2,0,1,0,1,2,2,112.0
2024-02-16,Delhi,112,113.1,51.5,38.2,77,9.1,0.0,4,2,0,1,0,1,2,2,263.0
2024-02-17,Delhi,263,199.4,88.2,1.3,68,12.4,0.0,5,2,1,1,0,0,0,2,233.0
2024-02-18,Delhi,233,170.6,253.2,21.6,27,8.2,0.0,6,2,1,1,0,0,0,2,253.0
2024-02-19,Delhi,253,114.1,118.6,-2.1,90,6.9,0.0,0,2,0,1,0,1,2,2,276.0
2024-02-20,Delhi,276,202.5,80.4,-2.3,12,11.0,0.0,1,2,0,1,0,1,2,2,188.0
2024-02-21,Delhi,188,110.1,166.2,19.8,82,11.1,0.0,2,2,0,1,0,1,2,2,248.0
2024-02-22,Delhi,248,90.8,123.5,28.0,55,11.2,0.0,3,2,0,1,0,1,2,2,252.0
2024-02-23,Delhi,252,74.6,54.7,27.5,42,8.0,0.0,4,2,0,1,0,1,2,2,281.0
2024-02-24,Delhi,281,136.3,201.1,3.3,37,10.4,0.0,5,2,1,1,0,0,0,2,292.0
2024-02-25,Delhi,292,30.8,285.2,-6.8,74,6.5,0.0,6,2,1,1,0,0,0,2,211.0
2024-02-26,Delhi,211,104.0,25.1,-3.6,50,11.4,0.0,0,2,0,1,0,1,2,2,208.0
2024-02-27,Delhi,208,185.6,164.3,19.8,85,6.3,0.0,1,2,0,1,0,1,2,2,172.0
2024-02-28,Delhi,172,68.2,76.2,5.6,17,6.1,0.0,2,2,0,1,0,1,2,2,257.0
2024-02-29,Delhi,257,97.1,198.1,32.2,23,0.6,0.0,3,2,0,1,0,1,2,2,30.0
2024-03-01,Delhi,30,105.1,280.4,28.9,48,10.3,0.0,4,3,0,0,0,1,2,2,222.0
2024-03-02,Delhi,222,105.7,240.3,-4.1,90,14.3,0.0,5,3,1,0,0,0,0,2,283.0
2024-03-03,Delhi,283,65.6,271.5,16.4,21,2.5,0.0,6,3,1,0,0,0,0,2,283.0
2024-03-04,Delhi,283,158.3,207.2,39.4,89,6.7,0.0,0,3,0,0,0,1,2,2,133.0
2024-03-05,Delhi,133,232.0,226.8,7.4,17,13.8,0.0,1,3,0,0,0,1,2,2,184.0
2024-03-06,Delhi,184,35.6,279.1,6.6,50,13.3,0.0,2,3,0,0,0,1,2,2,127.0
2024-03-07,Delhi,127,29.5,250.5,10.8,16,13.9,0.0,3,3,0,0,0,1,2,2,128.0
2024-03-08,Delhi,128,160.7,295.3,28.1,34,2.2,0.0,4,3,0,0,0,1,2,2,130.0
2024-03-09,Delhi,130,214.4,37.7,2.6,40,10.2,0.0,5,3,1,0,0,0,0,2,77.0
2024-03-10,Delhi,77,136.0,252.3,26.0,79,13.7,0.0,6,3,1,0,0,0,0,2,105.0
2024-03-11,Delhi,105,242.9,88.3,32.0,74,7.3,0.0,0,3,0,0,0,1,2,2,40.0
2024-03-12,Delhi,40,170.5,14.7,0.7,25,6.0,0.0,1,3,0,0,0,1,2,2,53.0
2024-03-13,Delhi,53,51.7,105.3,-4.8,71,2.3,0.0,2,3,0,0,0,1,2,2,66.0
2024-03-14,Delhi,66,63.1,105.3,-7.5,72,10.3,0.0,3,3,0,0,0,1,2,2,101.0
2024-03-15,Delhi,101,13.5,72.9,6.9,44,2.2,0.0,4,3,0,0,0,1,2,2,230.0
2024-03-16,Delhi,230,54.5,105.9,16.1,80,11.7,0.0,5,3,1,0,0,0,0,2,292.0
2024-03-17,Delhi,292,145.7,270.4,16.6,62,9.1,0.0,6,3,1,0,0,0,0,2,156.0
2024-03-18,Delhi,156,6.4,255.8,9.3,41,2.8,0.0,0,3,0,0,0,1,2,2,131.0
2024-03-19,Delhi,131,237.9,232.1,29.3,40,2.9,0.0,1,3,0,0,0,1,2,2,275.0
2024-03-20,Delhi,275,40.3,63.8,15.4,78,14.0,0.0,2,3,0,0,0,1,2,2,166.0
2024-03-21,Delhi,166,147.9,153.8,24.7,40,5.7,0.0,3,3,0,0,0,1,2,2,143.0
2024-03-22,Delhi,143,10.6,180.6,21.0,56,7.6,0.0,4,3,0,0,0,1,2,2,176.0
2024-03-23,Delhi,176,7.0,268.1,31.4,19,4.2,0.0,5,3,1,0,0,0,0,2,202.0
2024-03-24,Delhi,202,91.1,145.0,15.4,30,8.2,0.0,6,3,1,0,0,0,0,2,114.0
2024-03-25,Delhi,114,168.2,99.5,30.6,18,5.3,0.0,0,3,0,0,0,1,2,2,133.0
2024-03-26,Delhi,133,101.6,220.5,17.7,14,14.6,0.0,1,3,0,0,0,1,2,2,99.0
2024-03-27,Delhi,99,67.7,211.2,27.2,27,5.8,0.0,2,3,0,0,0,1,2,2,156.0
2024-03-28,Delhi,156,143.9,123.2,35.2,11,10.6,0.0,3,3,0,0,0,1,2,2,174.0
2024-03-29,Delhi,174,57.0,117.1,38.6,22,8.2,0.0,4,3,0,0,0,1,2,2,199.0
2024-03-30,Delhi,199,125.2,92.9,32.8,21,9.2,0.0,5,3,1,0,0,0,0,2,74.0
2024-03-31,Delhi,74,19.1,51.7,32.1,26,6.0,0.0,6,3,1,0,0,0,0,2,124.0
2024-04-01,Delhi,124,200.5,288.5,2.7,75,11.8,0.0,0,4,0,0,0,1,2,2,128.0
2024-04-02,Delhi,128,180.2,268.3,4.0,58,6.1,0.0,1,4,0,0,0,1,2,2,180.0
2024-04-03,Delhi,180,119.7,51.4,30.2,27,10.6,0.0,2,4,0,0,0,1,2,2,268.0
2024-04-04,Delhi,268,216.0,118.2,37.9,48,11.0,0.0,3,4,0,0,0,1,2,2,174.0
2024-04-05,Delhi,174,167.3,44.0,12.3,65,8.8,0.0,4,4,0,0,0,1,2,2,258.0
2024-04-06,Delhi,258,146.4,107.5,23.0,76,1.5,0.0,5,4,1,0,0,0,0,2,47.0
2024-04-07,Delhi,47,114.7,193.6,-2.3,60,13.7,0.0,6,4,1,0,0,0,0,2,80.0
2024-04-08,Delhi,80,32.1,29.7,29.1,81,9.0,0.0,0,4,0,0,0,1,2,2,104.0
2024-04-09,Delhi,104,172.1,260.2,2.5,87,1.9,0.0,1,4,0,0,0,1,2,2,37.0
2024-04-10,Delhi,37,37.4,91.3,31.9,82,10.6,0.0,2,4,0,0,0,1,2,2,276.0
2024-04-11,Delhi,276,116.8,106.3,25.6,76,3.8,0.0,3,4,0,0,0,1,2,2,215.0
2024-04-12,Delhi,215,161.6,296.5,24.8,76,1.0,0.0,4,4,0,0,0,1,2,2,81.0
2024-04-13,Delhi,81,101.0,25.0,-1.7,57,13.1,0.0,5,4,1,0,0,0,0,2,167.0
2024-04-14,Delhi,167,117.1,34.1,17.2,48,10.4,0.0,6,4,1,0,0,0,0,2,131.0
2024-04-15,Delhi,131,14.9,265.6,-5.3,38,6.2,0.0,0,4,0,0,0,1,2,2,40.0
2024-04-16,Delhi,40,233.8,164.5,-7.5,52,12.2,0.0,1,4,0,0,0,1,2,2,291.0
2024-04-17,Delhi,291,126.0,252.5,26.3,43,7.8,0.0,2,4,0,0,0,1,2,2,170.0
2024-04-18,Delhi,170,121.2,283.5,3.0,34,4.2,0.0,3,4,0,0,0,1,2,2,271.0
2024-04-19,Delhi,271,190.8,218.0,6.7,71,1.4,0.0,4,4,0,0,0,1,2,2,167.0
2024-04-20,Delhi,167,164.4,202.1,6.3,45,2.9,0.0,5,4,1,0,0,0,0,2,123.0
2024-04-21,Delhi,123,57.4,34.2,-4.1,34,13.5,0.0,6,4,1,0,0,0,0,2,114.0
2024-04-22,Delhi,114,199.4,47.3,32.1,60,5.1,0.0,0,4,0,0,0,1,2,2,201.0
2024-04-23,Delhi,201,13.4,62.5,2.8,45,8.1,0.0,1,4,0,0,0,1,2,2,82.0
2024-04-24,Delhi,82,5.9,55.9,-1.2,48,14.4,0.0,2,4,0,0,0,1,2,2,78.0
2024-04-25,Delhi,78,46.4,278.2,0.3,67,4.7,0.0,3,4,0,0,0,1,2,2,273.0
2024-04-26,Delhi,273,107.6,138.7,-3.0,76,14.5,0.0,4,4,0,0,0,1,2,2,179.0
2024-04-27,Delhi,179,127.7,299.8,34.3,85,13.7,0.0,5,4,1,0,0,0,0,2,287.0
2024-04-28,Delhi,287,210.2,215.3,19.1,62,3.7,0.0,6,4,1,0,0,0,0,2,83.0
2024-04-29,Delhi,83,141.0,118.5,30.7,42,3.2,0.0,0,4,0,0,0,1,2,2,173.0
2024-04-30,Delhi,173,97.5,94.3,14.4,79,10.3,0.0,1,4,0,0,0,1,2,2,207.0
2024-05-01,Delhi,207,48.9,181.2,28.7,33,14.9,0.0,2,5,0,0,0,1,2,2,224.0
2024-05-02,Delhi,224,144.2,275.1,28.8,79,4.8,0.0,3,5,0,0,0,1,2,2,34.0
2024-05-03,Delhi,34,180.7,175.2,15.5,41,2.0,0.0,4,5,0,0,0,1,2,2,167.0
2024-05-04,Delhi,167,7.0,216.1,28.5,11,4.6,0.0,5,5,1,0,0,0,0,2,180.0
2024-05-05,Delhi,180,130.4,297.1,2.9,87,6.0,0.0,6,5,1,0,0,0,0,2,246.0
2024-05-06,Delhi,246,174.3,196.0,15.2,85,13.7,0.0,0,5,0,0,0,1,2,2,178.0
2024-05-07,Delhi,178,124.1,163.2,25.1,63,11.2,0.0,1,5,0,0,0,1,2,2,66.0
2024-05-08,Delhi,66,27.4,220.7,-3.6,52,12.8,0.0,2,5,0,0,0,1,2,2,169.0
2024-05-09,Delhi,169,8.5,204.1,17.2,87,5.8,0.0,3,5,0,0,0,1,2,2,260.0
2024-05-10,Delhi,260,107.0,41.0,33.9,17,4.4,0.0,4,5,0,0,0,1,2,2,101.0
2024-05-11,Delhi,101,174.9,166.8,19.9,46,7.0,0.0,5,5,1,0,0,0,0,2,214.0
2024-05-12,Delhi,214,115.2,279.6,6.4,44,5.7,0.0,6,5,1,0,0,0,0,2,281.0
2024-05-13,Delhi,281,123.4,46.8,27.6,35,4.7,0.0,0,5,0,0,0,1,2,2,42.0
2024-05-14,Delhi,42,238.0,153.8,2.8,36,7.7,0.0,1,5,0,0,0,1,2,2,241.0
2024-05-15,Delhi,241,199.4,107.5,-0.8,34,12.9,0.0,2,5,0,0,0,1,2,2,181.0
2024-05-16,Delhi,181,11.9,104.4,38.0,35,0.8,0.0,3,5,0,0,0,1,2,2,149.0
2024-05-17,Delhi,149,163.7,33.7,-0.4,72,10.3,0.0,4,5,0,0,0,1,2,2,195.0
2024-05-18,Delhi,195,50.5,97.3,-9.1,40,10.2,0.0,5,5,1,0,0,0,0,2,87.0
2024-05-19,Delhi,87,101.4,210.6,20.1,70,14.5,0.0,6,5,1,0,0,0,0,2,282.0
2024-05-20,Delhi,282,172.9,177.5,-9.7,42,8.2,0.0,0,5,0,0,0,1,2,2,182.0
2024-05-21,Delhi,182,181.7,290.1,39.9,80,2.2,0.0,1,5,0,0,0,1,2,2,34.0
2024-05-22,Delhi,34,217.2,140.5,3.3,12,11.0,0.0,2,5,0,0,0,1,2,2,46.0
2024-05-23,Delhi,46,177.8,146.7,-8.3,32,11.4,0.0,3,5,0,0,0,1,2,2,260.0
2024-05-24,Delhi,260,202.8,134.1,27.1,12,1.5,0.0,4,5,0,0,0,1,2,2,119.0
2024-05-25,Delhi,119,42.2,144.7,12.6,68,14.6,0.0,5,5,1,0,0,0,0,2,226.0
2024-05-26,Delhi,226,178.8,119.3,-4.2,56,14.4,0.0,6,5,1,0,0,0,0,2,108.0
2024-05-27,Delhi,108,176.6,43.3,20.4,47,0.8,0.0,0,5,0,0,0,1,2,2,114.0
2024-05-28,Delhi,114,135.0,86.3,-2.6,46,1.6,0.0,1,5,0,0,0,1,2,2,126.0
2024-05-29,Delhi,126,93.2,275.9,9.8,37,3.1,0.0,2,5,0,0,0,1,2,2,216.0
2024-05-30,Delhi,216,195.2,191.2,32.4,12,13.4,0.0,3,5,0,0,0,1,2,2,283.0
2024-05-31,Delhi,283,149.5,222.0,27.4,51,9.1,0.0,4,5,0,0,0,1,2,2,56.0
2024-06-01,Delhi,56,27.2,119.4,-6.3,23,6.9,0.0,5,6,1,0,0,0,0,2,67.0
2024-06-02,Delhi,67,94.5,271.8,35.2,34,12.9,0.0,6,6,1,0,0,0,0,2,74.0
2024-06-03,Delhi,74,224.1,24.7,26.5,29,14.0,0.0,0,6,0,0,0,1,2,2,157.0
2024-06-04,Delhi,157,165.1,146.2,18.2,18,3.4,0.0,1,6,0,0,0,1,2,2,124.0
2024-06-05,Delhi,124,196.6,278.1,21.2,18,6.2,0.0,2,6,0,0,0,1,2,2,72.0
2024-06-06,Delhi,72,42.8,107.6,13.3,76,0.9,0.0,3,6,0,0,0,1,2,2,144.0
2024-06-07,Delhi,144,35.3,249.8,8.4,61,11.8,0.0,4,6,0,0,0,1,2,2,110.0
2024-06-08,Delhi,110,9.9,257.9,33.7,30,6.7,0.0,5,6,1,0,0,0,0,2,37.0
2024-06-09,Delhi,37,178.5,266.7,-7.0,27,3.8,0.0,6,6,1,0,0,0,0,2,37.0
2024-06-10,Delhi,37,109.5,178.8,15.1,40,5.1,0.0,0,6,0,0,0,1,2,2,259.0
2024-06-11,Delhi,259,21.2,296.4,25.4,39,12.6,0.0,1,6,0,0,0,1,2,2,274.0
2024-06-12,Delhi,274,184.7,268.3,-3.3,56,14.7,0.0,2,6,0,0,0,1,2,2,56.0
2024-06-13,Delhi,56,237.2,185.4,37.8,39,4.6,0.0,3,6,0,0,0,1,2,2,272.0
2024-06-14,Delhi,272,71.6,15.8,11.1,64,6.8,0.0,4,6,0,0,0,1,2,2,220.0
2024-06-15,Delhi,220,48.0,122.2,4.3,27,11.1,0.0,5,6,1,0,0,0,0,2,92.0
2024-06-16,Delhi,92,200.4,148.1,-2.9,38,8.3,0.0,6,6,1,0,0,0,0,2,39.0
2024-06-17,Delhi,39,239.0,287.4,-6.0,13,8.5,0.0,0,6,0,0,0,1,2,2,199.0
2024-06-18,Delhi,199,85.3,137.2,21.0,51,1.0,0.0,1,6,0,0,0,1,2,2,202.0
2024-06-19,Delhi,202,223.8,63.2,23.7,58,1.5,0.0,2,6,0,0,0,1,2,2,77.0
2024-06-20,Delhi,77,146.5,14.9,37.8,42,14.7,0.0,3,6,0,0,0,1,2,2,91.0
2024-06-21,Delhi,91,141.3,139.5,16.5,68,11.1,0.0,4,6,0,0,0,1,2,2,173.0
2024-06-22,Delhi,173,205.3,219.5,-0.3,27,2.8,0.0,5,6,1,0,0,0,0,2,117.0
2024-06-23,Delhi,117,236.9,80.8,-4.0,31,12.8,0.0,6,6,1,0,0,0,0,2,105.0
2024-06-24,Delhi,105,95.8,184.0,1.9,66,12.8,0.0,0,6,0,0,0,1,2,2,269.0
2024-06-25,Delhi,269,214.8,76.2,37.5,78,5.2,0.0,1,6,0,0,0,1,2,2,292.0
2024-06-26,Delhi,292,161.4,58.8,-3.1,33,12.8,0.0,2,6,0,0,0,1,2,2,88.0
2024-06-27,Delhi,88,183.5,85.2,-1.3,48,14.1,0.0,3,6,0,0,0,1,2,2,31.0
2024-06-28,Delhi,31,193.8,89.4,25.1,53,12.7,0.0,4,6,0,0,0,1,2,2,207.0
2024-06-29,Delhi,207,84.0,285.9,-7.4,18,6.6,0.0,5,6,1,0,0,0,0,2,256.0
2024-06-30,Delhi,256,218.9,249.7,18.7,35,2.3,0.0,6,6,1,0,0,0,0,2,74.0
2024-07-01,Delhi,74,92.2,211.9,27.7,57,9.7,0.0,0,7,0,0,0,1,2,2,189.0
2024-07-02,Delhi,189,249.5,204.4,0.4,69,13.7,0.0,1,7,0,0,0,1,2,2,113.0
2024-07-03,Delhi,113,44.8,16.1,30.1,70,11.0,0.0,2,7,0,0,0,1,2,2,258.0
2024-07-04,Delhi,258,238.0,89.9,16.7,48,12.9,0.0,3,7,0,0,0,1,2,2,279.0
2024-07-05,Delhi,279,127.0,245.1,-6.9,54,3.6,0.0,4,7,0,0,0,1,2,2,191.0
2024-07-06,Delhi,191,206.9,148.4,15.7,23,2.4,0.0,5,7,1,0,0,0,0,2,143.0
2024-07-07,Delhi,143,209.1,113.6,-6.9,80,6.8,0.0,6,7,1,0,0,0,0,2,268.0
2024-07-08,Delhi,268,29.7,239.8,5.7,30,1.1,0.0,0,7,0,0,0,1,2,2,101.0
2024-07-09,Delhi,101,10.3,262.6,11.3,62,2.3,0.0,1,7,0,0,0,1,2,2,57.0
2024-07-10,Delhi,57,104.7,92.8,9.1,36,11.9,0.0,2,7,0,0,0,1,2,2,102.0
2024-07-11,Delhi,102,188.9,145.1,27.9,20,9.4,0.0,3,7,0,0,0,1,2,2,233.0
2024-07-12,Delhi,233,157.5,148.7,25.7,50,10.9,0.0,4,7,0,0,0,1,2,2,48.0
2024-07-13,Delhi,48,238.9,180.1,22.9,23,4.4,0.0,5,7,1,0,0,0,0,2,278.0
2024-07-14,Delhi,278,124.1,68.0,14.1,48,6.3,0.0,6,7,1,0,0,0,0,2,54.0
2024-07-15,Delhi,54,221.2,89.5,23.4,66,8.0,0.0,0,7,0,0,0,1,2,2,210.0
2024-07-16,Delhi,210,193.5,232.8,27.6,46,10.6,0.0,1,7,0,0,0,1,2,2,251.0
2024-07-17,Delhi,251,30.0,27.9,26.3,80,2.4,0.0,2,7,0,0,0,1,2,2,223.0
2024-07-18,Delhi,223,134.7,130.3,21.3,32,10.7,0.0,3,7,0,0,0,1,2,2,34.0
2024-07-19,Delhi,34,187.9,231.8,20.1,32,6.4,0.0,4,7,0,0,0,1,2,2,276.0
2024-07-20,Delhi,276,160.2,112.1,12.4,90,0.9,0.0,5,7,1,0,0,0,0,2,213.0
2024-07-21,Delhi,213,117.2,171.5,33.2,23,14.1,0.0,6,7,1,0,0,0,0,2,163.0
2024-07-22,Delhi,163,242.6,10.3,-8.7,27,15.0,0.0,0,7,0,0,0,1,2,2,289.0
2024-07-23,Delhi,289,69.5,147.6,19.2,11,13.5,0.0,1,7,0,0,0,1,2,2,74.0
2024-07-24,Delhi,74,7.8,186.7,-6.8,79,8.9,0.0,2,7,0,0,0,1,2,2,183.0
2024-07-25,Delhi,183,136.4,265.7,27.4,48,2.7,0.0,3,7,0,0,0,1,2,2,62.0
2024-07-26,Delhi,62,10.7,288.5,22.9,53,12.5,0.0,4,7,0,0,0,1,2,2,265.0
2024-07-27,Delhi,265,90.5,216.1,3.4,65,4.1,0.0,5,7,1,0,0,0,0,2,204.0
2024-07-28,Delhi,204,204.8,161.7,-7.6,18,2.9,0.0,6,7,1,0,0,0,0,2,120.0
2024-07-29,Delhi,120,204.5,297.8,36.6,56,2.5,0.0,0,7,0,0,0,1,2,2,114.0
2024-07-30,Delhi,114,242.1,215.7,31.4,80,10.2,0.0,1,7,0,0,0,1,2,2,293.0
2024-07-31,Delhi,293,72.5,277.0,33.3,79,0.5,0.0,2,7,0,0,0,1,2,2,168.0
2024-08-01,Delhi,168,38.5,237.9,24.1,47,0.7,0.0,3,8,0,0,0,1,2,2,198.0
2024-08-02,Delhi,198,189.0,177.9,25.8,28,6.9,0.0,4,8,0,0,0,1,2,2,283.0
2024-08-03,Delhi,283,88.5,100.7,-2.1,37,5.7,0.0,5,8,1,0,0,0,0,2,268.0
2024-08-04,Delhi,268,19.8,201.5,-4.7,45,1.0,0.0,6,8,1,0,0,0,0,2,265.0
2024-08-05,Delhi,265,63.5,163.3,24.5,13,12.2,0.0,0,8,0,0,0,1,2,2,130.0
2024-08-06,Delhi,130,156.9,134.4,0.6,53,13.2,0.0,1,8,0,0,0,1,2,2,150.0
2024-08-07,Delhi,150,232.8,109.7,17.7,87,12.8,0.0,2,8,0,0,0,1,2,2,194.0
2024-08-08,Delhi,194,245.9,36.1,25.1,83,7.7,0.0,3,8,0,0,0,1,2,2,72.0
2024-08-09,Delhi,72,14.3,162.7,-7.9,87,4.0,0.0,4,8,0,0,0,1,2,2,234.0
2024-08-10,Delhi,234,245.1,176.6,4.5,29,12.5,0.0,5,8,1,0,0,0,0,2,288.0
2024-08-11,Delhi,288,90.6,73.3,26.5,16,2.3,0.0,6,8,1,0,0,0,0,2,175.0
2024-08-12,Delhi,175,160.2,12.6,32.2,65,9.7,0.0,0,8,0,0,0,1,2,2,285.0
2024-08-13,Delhi,285,207.3,121.3,39.3,65,11.1,0.0,1,8,0,0,0,1,2,2,299.0
2024-08-14,Delhi,299,235.6,128.1,21.4,42,11.5,0.0,2,8,0,0,0,1,2,2,219.0
2024-08-15,Delhi,219,151.9,249.0,29.6,23,3.1,0.0,3,8,0,0,0,1,2,2,174.0
2024-08-16,Delhi,174,52.2,142.2,21.6,82,8.2,0.0,4,8,0,0,0,1,2,2,45.0
2024-08-17,Delhi,45,81.3,274.7,33.5,78,3.2,0.0,5,8,1,0,0,0,0,2,44.0
2024-08-18,Delhi,44,57.5,96.1,12.9,46,6.8,0.0,6,8,1,0,0,0,0,2,103.0
2024-08-19,Delhi,103,130.4,151.2,34.7,60,3.6,0.0,0,8,0,0,0,1,2,2,236.0
2024-08-20,Delhi,236,141.9,299.1,12.3,79,11.7,0.0,1,8,0,0,0,1,2,2,47.0
2024-08-21,Delhi,47,18.1,217.4,-6.2,85,4.7,0.0,2,8,0,0,0,1,2,2,276.0
2024-08-22,Delhi,276,116.4,74.1,1.1,51,12.5,0.0,3,8,0,0,0,1,2,2,223.0
2024-08-23,Delhi,223,110.6,138.3,13.4,56,10.2,0.0,4,8,0,0,0,1,2,2,61.0
2024-08-24,Delhi,61,70.8,266.3,0.0,82,1.9,0.0,5,8,1,0,0,0,0,2,217.0
2024-08-25,Delhi,217,102.1,23.5,-8.8,67,5.1,0.0,6,8,1,0,0,0,0,2,254.0
2024-08-26,Delhi,254,148.2,158.3,-7.1,33,6.1,0.0,0,8,0,0,0,1,2,2,77.0
2024-08-27,Delhi,77,49.0,294.1,36.7,70,12.1,0.0,1,8,0,0,0,1,2,2,49.0
2024-08-28,Delhi,49,207.5,212.5,19.8,18,12.8,0.0,2,8,0,0,0,1,2,2,161.0
2024-08-29,Delhi,161,36.4,19.4,31.3,41,11.9,0.0,3,8,0,0,0,1,2,2,85.0
2024-08-30,Delhi,85,45.4,229.6,2.2,88,3.1,0.0,4,8,0,0,0,1,2,2,260.0
2024-08-31,Delhi,260,54.8,222.3,34.2,32,7.6,0.0,5,8,1,0,0,0,0,2,152.0
2024-09-01,Delhi,152,148.1,154.5,1.2,65,13.4,0.0,6,9,1,0,0,0,0,2,274.0
2024-09-02,Delhi,274,237.1,118.2,-3.8,25,11.1,0.0,0,9,0,0,0,1,2,2,150.0
2024-09-03,Delhi,150,221.2,217.4,0.9,12,1.5,0.0,1,9,0,0,0,1,2,2,260.0
2024-09-04,Delhi,260,162.9,243.4,-4.2,76,10.0,0.0,2,9,0,0,0,1,2,2,61.0
2024-09-05,Delhi,61,164.6,111.5,31.5,87,7.0,0.0,3,9,0,0,0,1,2,2,144.0
2024-09-06,Delhi,144,90.1,218.3,28.8,32,3.7,0.0,4,9,0,0,0,1,2,2,66.0
2024-09-07,Delhi,66,189.1,218.3,10.7,54,5.8,0.0,5,9,1,0,0,0,0,2,207.0
2024-09-08,Delhi,207,34.9,277.8,19.0,71,11.9,0.0,6,9,1,0,0,0,0,2,84.0
2024-09-09,Delhi,84,18.8,104.3,29.8,86,5.0,0.0,0,9,0,0,0,1,2,2,242.0
2024-09-10,Delhi,242,179.2,121.9,-0.2,65,2.2,0.0,1,9,0,0,0,1,2,2,289.0
2024-09-11,Delhi,289,95.9,49.9,3.1,52,9.1,0.0,2,9,0,0,0,1,2,2,63.0
2024-09-12,Delhi,63,34.0,79.1,-5.5,22,0.6,0.0,3,9,0,0,0,1,2,2,155.0
2024-09-13,Delhi,155,67.8,141.2,23.3,68,8.1,0.0,4,9,0,0,0,1,2,2,212.0
2024-09-14,Delhi,212,159.5,207.6,33.5,52,8.4,0.0,5,9,1,0,0,0,0,2,88.0
2024-09-15,Delhi,88,26.0,64.2,23.2,76,3.6,0.0,6,9,1,0,0,0,0,2,71.0
2024-09-16,Delhi,71,54.1,32.1,28.6,37,5.4,0.0,0,9,0,0,0,1,2,2,294.0
2024-09-17,Delhi,294,185.9,117.5,28.8,27,14.9,0.0,1,9,0,0,0,1,2,2,215.0
2024-09-18,Delhi,215,113.8,88.7,30.2,67,8.6,0.0,2,9,0,0,0,1,2,2,298.0
2024-09-19,Delhi,298,39.6,69.1,37.2,75,10.1,0.0,3,9,0,0,0,1,2,2,178.0
2024-09-20,Delhi,178,26.9,125.3,35.9,69,8.2,0.0,4,9,0,0,0,1,2,2,136.0
2024-09-21,Delhi,136,194.2,266.1,30.5,25,14.2,0.0,5,9,1,0,0,0,0,2,226.0
2024-09-22,Delhi,226,129.8,96.1,-9.7,84,11.0,0.0,6,9,1,0,0,0,0,2,150.0
2024-09-23,Delhi,150,205.7,89.4,38.5,38,9.1,0.0,0,9,0,0,0,1,2,2,209.0
2024-09-24,Delhi,209,56.5,159.0,-9.2,45,3.4,0.0,1,9,0,0,0,1,2,2,223.0
2024-09-25,Delhi,223,50.9,152.5,21.1,36,14.4,0.0,2,9,0,0,0,1,2,2,150.0
2024-09-26,Delhi,150,198.9,258.3,9.7,72,5.3,0.0,3,9,0,0,0,1,2,2,48.0
2024-09-27,Delhi,48,62.8,273.4,18.4,13,4.1,0.0,4,9,0,0,0,1,2,2,184.0
2024-09-28,Delhi,184,120.4,22.0,20.1,40,8.8,0.0,5,9,1,0,0,0,0,2,295.0
2024-09-29,Delhi,295,35.6,227.6,17.2,53,12.7,0.0,6,9,1,0,0,0,0,2,120.0
2024-09-30,Delhi,120,21.5,80.5,17.3,21,7.0,0.0,0,9,0,0,0,1,2,2,134.0
2024-10-01,Delhi,134,172.3,27.5,-8.1,22,11.2,0.0,1,10,0,0,1,1,3,2,194.0
2024-10-02,Delhi,194,56.0,146.1,7.6,55,2.7,0.0,2,10,0,0,1,1,3,2,209.0
2024-10-03,Delhi,209,58.2,57.2,35.0,48,6.0,0.0,3,10,0,0,1,1,3,2,103.0
2024-10-04,Delhi,103,27.2,110.1,7.3,19,1.6,0.0,4,10,0,0,1,1,3,2,220.0
2024-10-05,Delhi,220,69.5,82.7,12.1,30,15.0,0.0,5,10,1,0,1,0,1,2,214.0
2024-10-06,Delhi,214,131.5,91.1,12.5,70,12.4,0.0,6,10,1,0,1,0,1,2,39.0
